year,week,week_ending_date,region,state,city,pneumonia_and_influenza_deaths,all_deaths,_1_year,_1_24_years,_25_44_years,_54_64_years,_65_years,month,day
1982,28,07/17/1982,1,MA,Boston,17,194,16,7,9,42,120,7,17
1982,29,07/24/1982,1,MA,Boston,22,198,8,7,12,49,122,7,24
1982,30,07/31/1982,1,MA,Boston,15,175,7,6,19,39,104,7,31
1982,31,08/07/1982,1,MA,Boston,18,173,7,7,16,43,100,8,7
1982,32,08/14/1982,1,MA,Boston,15,178,8,11,11,41,107,8,14
1982,33,08/21/1982,1,MA,Boston,17,176,8,7,7,35,119,8,21
1982,34,08/28/1982,1,MA,Boston,18,172,11,8,13,32,108,8,28
1982,35,09/04/1982,1,MA,Boston,20,178,4,8,14,49,103,9,4
1982,36,09/11/1982,1,MA,Boston,18,173,14,7,13,43,96,9,11
1982,37,09/18/1982,1,MA,Boston,14,166,7,7,8,49,95,9,18
1982,38,09/25/1982,1,MA,Boston,18,187,12,10,8,50,107,9,25
1982,39,10/02/1982,1,MA,Boston,17,177,6,5,13,48,105,10,2
1982,40,10/09/1982,1,MA,Boston,17,174,9,7,9,54,95,10,9
1982,41,10/16/1982,1,MA,Boston,17,153,4,6,7,44,92,10,16
1982,42,10/23/1982,1,MA,Boston,21,198,10,6,15,42,125,10,23
1982,43,10/30/1982,1,MA,Boston,12,185,5,3,15,43,119,10,30
1982,44,11/06/1982,1,MA,Boston,25,194,6,5,9,56,118,11,6
1982,45,11/13/1982,1,MA,Boston,25,185,8,6,11,42,118,11,13
1982,46,11/20/1982,1,MA,Boston,24,197,10,6,14,42,125,11,20
1982,47,11/27/1982,1,MA,Boston,21,187,8,5,9,56,109,11,27
1982,48,12/04/1982,1,MA,Boston,19,188,10,6,7,50,115,12,4
1982,49,12/11/1982,1,MA,Boston,24,188,6,6,13,51,112,12,11
1982,50,12/18/1982,1,MA,Boston,29,168,4,2,10,39,113,12,18
1982,51,12/25/1982,1,MA,Boston,19,166,9,3,14,40,100,12,25
1982,52,01/01/1983,1,MA,Boston,21,167,11,5,14,37,100,1,1
1983,1,01/08/1983,1,MA,Boston,28,200,7,7,12,40,134,1,8
1983,2,01/15/1983,1,MA,Boston,15,169,5,5,10,34,115,1,15
1983,3,01/22/1983,1,MA,Boston,21,219,9,5,17,58,130,1,22
1983,4,01/29/1983,1,MA,Boston,21,184,5,7,8,45,119,1,29
1983,5,02/05/1983,1,MA,Boston,22,182,6,6,13,39,118,2,5
1983,6,02/12/1983,1,MA,Boston,18,181,2,4,10,44,121,2,12
1983,7,02/19/1983,1,MA,Boston,19,181,11,7,13,42,108,2,19
1983,8,02/26/1983,1,MA,Boston,23,193,9,6,10,37,131,2,26
1983,9,03/05/1983,1,MA,Boston,21,182,9,9,13,44,107,3,5
1983,10,03/12/1983,1,MA,Boston,17,193,11,3,10,45,124,3,12
1983,11,03/19/1983,1,MA,Boston,24,171,10,3,13,47,98,3,19
1983,12,03/26/1983,1,MA,Boston,28,208,11,8,15,49,125,3,26
1983,13,04/02/1983,1,MA,Boston,20,205,6,10,12,55,122,4,2
1983,14,04/09/1983,1,MA,Boston,21,181,7,6,8,47,113,4,9
1983,15,04/16/1983,1,MA,Boston,25,197,11,5,11,50,120,4,16
1983,16,04/23/1983,1,MA,Boston,14,178,8,3,12,37,118,4,23
1983,17,04/30/1983,1,MA,Boston,20,175,10,2,9,40,114,4,30
1983,18,05/07/1983,1,MA,Boston,32,198,7,5,21,36,129,5,7
1983,19,05/14/1983,1,MA,Boston,21,191,10,7,11,48,115,5,14
1983,20,05/21/1983,1,MA,Boston,22,188,8,7,11,39,123,5,21
1983,21,05/28/1983,1,MA,Boston,22,197,6,4,14,56,117,5,28
1983,22,06/04/1983,1,MA,Boston,19,158,3,6,10,33,106,6,4
1983,23,06/11/1983,1,MA,Boston,14,170,6,6,4,44,110,6,11
1983,24,06/18/1983,1,MA,Boston,15,148,9,8,10,23,98,6,18
1983,25,06/25/1983,1,MA,Boston,16,188,6,6,10,49,117,6,25
1983,26,07/02/1983,1,MA,Boston,16,177,14,9,12,37,105,7,2
1983,27,07/09/1983,1,MA,Boston,15,181,11,4,9,49,108,7,9
1983,28,07/16/1983,1,MA,Boston,10,163,5,2,9,51,96,7,16
1983,29,07/23/1983,1,MA,Boston,19,181,9,8,8,48,108,7,23
1983,30,07/30/1983,1,MA,Boston,16,178,5,6,13,41,113,7,30
1983,31,08/06/1983,1,MA,Boston,10,161,9,5,11,39,97,8,6
1983,32,08/13/1983,1,MA,Boston,13,157,12,9,10,32,94,8,13
1983,33,08/20/1983,1,MA,Boston,14,180,8,7,19,45,101,8,20
1983,34,08/27/1983,1,MA,Boston,22,183,6,5,16,45,111,8,27
1983,35,09/03/1983,1,MA,Boston,15,186,10,12,13,53,98,9,3
1983,36,09/10/1983,1,MA,Boston,19,176,9,6,19,45,97,9,10
1983,37,09/17/1983,1,MA,Boston,20,194,11,7,15,45,116,9,17
1983,38,09/24/1983,1,MA,Boston,15,137,10,6,12,35,74,9,24
1983,39,10/01/1983,1,MA,Boston,13,190,8,4,23,55,100,10,1
1983,40,10/08/1983,1,MA,Boston,14,196,15,6,11,40,124,10,8
1983,41,10/15/1983,1,MA,Boston,18,163,5,7,9,51,91,10,15
1983,42,10/22/1983,1,MA,Boston,15,166,8,8,14,51,85,10,22
1983,43,10/29/1983,1,MA,Boston,22,181,8,6,10,41,115,10,29
1983,44,11/05/1983,1,MA,Boston,17,193,6,6,13,45,123,11,5
1983,45,11/12/1983,1,MA,Boston,24,172,7,6,9,42,108,11,12
1983,46,11/19/1983,1,MA,Boston,25,224,9,9,18,53,135,11,19
1983,47,11/26/1983,1,MA,Boston,25,177,6,6,7,44,114,11,26
1983,48,12/03/1983,1,MA,Boston,27,210,9,7,6,54,134,12,3
1983,49,12/10/1983,1,MA,Boston,22,174,10,2,15,35,112,12,10
1983,50,12/17/1983,1,MA,Boston,18,171,9,6,13,39,104,12,17
1983,51,12/24/1983,1,MA,Boston,24,189,8,1,8,45,127,12,24
1983,52,12/31/1983,1,MA,Boston,20,188,5,7,14,42,120,12,31
1984,1,01/07/1984,1,MA,Boston,14,208,8,5,14,52,129,1,7
1984,2,01/14/1984,1,MA,Boston,28,191,6,6,9,53,117,1,14
1984,3,01/21/1984,1,MA,Boston,26,209,6,4,11,53,135,1,21
1984,4,01/28/1984,1,MA,Boston,21,173,10,4,10,37,112,1,28
1984,5,02/04/1984,1,MA,Boston,28,203,9,5,14,40,134,2,4
1984,6,02/11/1984,1,MA,Boston,21,173,7,3,11,40,112,2,11
1984,7,02/18/1984,1,MA,Boston,20,189,9,8,14,46,112,2,18
1984,8,02/25/1984,1,MA,Boston,16,176,12,5,15,34,109,2,25
1984,9,03/03/1984,1,MA,Boston,30,200,7,2,5,51,135,3,3
1984,10,03/10/1984,1,MA,Boston,26,182,9,5,12,45,111,3,10
1984,11,03/17/1984,1,MA,Boston,15,162,4,7,15,38,98,3,17
1984,12,03/24/1984,1,MA,Boston,37,221,12,8,14,60,127,3,24
1984,13,03/31/1984,1,MA,Boston,28,174,6,2,12,41,113,3,31
1984,14,04/07/1984,1,MA,Boston,24,178,5,10,5,37,119,4,7
1984,15,04/14/1984,1,MA,Boston,27,200,8,5,14,58,115,4,14
1984,16,04/21/1984,1,MA,Boston,24,218,9,5,16,50,138,4,21
1984,17,04/28/1984,1,MA,Boston,15,170,17,6,16,31,100,4,28
1984,18,05/05/1984,1,MA,Boston,33,175,2,6,10,47,110,5,5
1984,19,05/12/1984,1,MA,Boston,34,197,11,8,18,45,115,5,12
1984,20,05/19/1984,1,MA,Boston,5,172,8,3,18,47,96,5,19
1984,21,05/26/1984,1,MA,Boston,15,205,12,6,10,54,122,5,26
1984,22,06/02/1984,1,MA,Boston,22,170,7,6,15,34,108,6,2
1984,23,06/09/1984,1,MA,Boston,14,199,12,3,16,45,123,6,9
1984,24,06/16/1984,1,MA,Boston,26,213,10,5,14,46,138,6,16
1984,25,06/23/1984,1,MA,Boston,12,174,6,6,12,45,105,6,23
1984,26,06/30/1984,1,MA,Boston,16,160,9,7,7,42,95,6,30
1984,27,07/07/1984,1,MA,Boston,14,175,7,4,12,53,99,7,7
1984,28,07/14/1984,1,MA,Boston,16,176,3,5,10,37,121,7,14
1984,29,07/21/1984,1,MA,Boston,14,167,11,7,9,37,103,7,21
1984,30,07/28/1984,1,MA,Boston,19,171,5,2,12,45,107,7,28
1984,31,08/04/1984,1,MA,Boston,14,171,8,8,11,40,104,8,4
1984,32,08/11/1984,1,MA,Boston,23,170,8,6,6,46,104,8,11
1984,33,08/18/1984,1,MA,Boston,18,198,11,9,17,41,119,8,18
1984,34,08/25/1984,1,MA,Boston,14,160,5,6,15,39,95,8,25
1984,35,09/01/1984,1,MA,Boston,11,174,10,7,16,40,101,9,1
1984,36,09/08/1984,1,MA,Boston,21,178,9,8,12,34,115,9,8
1984,37,09/15/1984,1,MA,Boston,16,188,6,5,14,44,119,9,15
1984,38,09/22/1984,1,MA,Boston,10,155,7,6,16,43,83,9,22
1984,39,09/29/1984,1,MA,Boston,21,184,7,5,12,46,114,9,29
1984,40,10/06/1984,1,MA,Boston,10,192,8,9,19,47,109,10,6
1984,41,10/13/1984,1,MA,Boston,15,185,4,5,12,48,116,10,13
1984,42,10/20/1984,1,MA,Boston,15,187,7,5,15,47,113,10,20
1984,43,10/27/1984,1,MA,Boston,20,175,9,6,10,28,122,10,27
1984,44,11/03/1984,1,MA,Boston,12,170,10,7,15,38,100,11,3
1984,45,11/10/1984,1,MA,Boston,16,199,10,5,18,54,112,11,10
1984,46,11/17/1984,1,MA,Boston,26,175,10,7,10,45,103,11,17
1984,47,11/24/1984,1,MA,Boston,16,142,18,1,20,25,78,11,24
1984,48,12/01/1984,1,MA,Boston,23,226,5,7,17,53,144,12,1
1984,49,12/08/1984,1,MA,Boston,15,171,13,5,11,25,117,12,8
1984,50,12/15/1984,1,MA,Boston,15,185,8,5,9,49,114,12,15
1984,51,12/22/1984,1,MA,Boston,18,164,8,8,10,35,103,12,22
1984,52,12/29/1984,1,MA,Boston,24,196,4,9,8,48,127,12,29
1985,1,01/05/1985,1,MA,Boston,21,182,7,3,12,46,114,1,5
1985,2,01/12/1985,1,MA,Boston,32,216,7,7,14,43,145,1,12
1985,3,01/19/1985,1,MA,Boston,24,205,10,3,16,44,132,1,19
1985,4,01/26/1985,1,MA,Boston,19,200,12,5,10,48,125,1,26
1985,5,02/02/1985,1,MA,Boston,29,231,6,4,12,43,166,2,2
1985,6,02/09/1985,1,MA,Boston,20,223,8,7,12,54,142,2,9
1985,7,02/16/1985,1,MA,Boston,23,220,6,5,8,59,142,2,16
1985,8,02/23/1985,1,MA,Boston,15,219,8,5,15,59,132,2,23
1985,9,03/02/1985,1,MA,Boston,33,189,8,7,11,38,125,3,2
1985,10,03/09/1985,1,MA,Boston,22,181,12,6,11,35,117,3,9
1985,11,03/16/1985,1,MA,Boston,20,184,7,8,8,38,123,3,16
1985,12,03/23/1985,1,MA,Boston,23,243,6,12,16,56,153,3,23
1985,13,03/30/1985,1,MA,Boston,19,177,4,4,13,40,116,3,30
1985,14,04/06/1985,1,MA,Boston,20,202,12,3,13,49,125,4,6
1985,15,04/13/1985,1,MA,Boston,9,172,9,5,14,32,112,4,13
1985,16,04/20/1985,1,MA,Boston,14,190,11,6,23,41,109,4,20
1985,17,04/27/1985,1,MA,Boston,20,185,11,10,9,41,114,4,27
1985,18,05/04/1985,1,MA,Boston,14,204,7,5,23,51,118,5,4
1985,19,05/11/1985,1,MA,Boston,20,182,9,3,13,45,112,5,11
1985,20,05/18/1985,1,MA,Boston,9,158,8,5,8,31,106,5,18
1985,21,05/25/1985,1,MA,Boston,23,163,11,3,16,40,93,5,25
1985,22,06/01/1985,1,MA,Boston,20,184,10,5,9,39,121,6,1
1985,23,06/08/1985,1,MA,Boston,22,167,13,4,7,33,110,6,8
1985,24,06/15/1985,1,MA,Boston,17,162,9,5,13,36,99,6,15
1985,25,06/22/1985,1,MA,Boston,19,184,9,8,10,35,122,6,22
1985,26,06/29/1985,1,MA,Boston,8,156,11,2,12,42,89,6,29
1985,27,07/06/1985,1,MA,Boston,17,217,10,6,14,58,128,7,6
1985,28,07/13/1985,1,MA,Boston,18,190,8,3,18,46,115,7,13
1985,29,07/20/1985,1,MA,Boston,15,179,7,5,16,44,107,7,20
1985,30,07/27/1985,1,MA,Boston,21,172,18,8,13,43,90,7,27
1985,31,08/03/1985,1,MA,Boston,17,147,11,6,16,27,87,8,3
1985,32,08/10/1985,1,MA,Boston,9,166,10,3,16,53,84,8,10
1985,33,08/17/1985,1,MA,Boston,24,178,15,7,16,37,103,8,17
1985,34,08/24/1985,1,MA,Boston,17,131,3,6,7,34,81,8,24
1985,35,08/31/1985,1,MA,Boston,19,165,10,5,8,41,101,8,31
1985,36,09/07/1985,1,MA,Boston,12,138,9,6,10,33,80,9,7
1985,37,09/14/1985,1,MA,Boston,14,152,9,4,11,34,94,9,14
1985,38,09/21/1985,1,MA,Boston,18,189,10,5,13,43,118,9,21
1985,39,09/28/1985,1,MA,Boston,12,164,6,4,7,37,110,9,28
1985,40,10/05/1985,1,MA,Boston,12,143,2,2,16,38,85,10,5
1985,41,10/12/1985,1,MA,Boston,22,207,15,8,12,42,130,10,12
1985,42,10/19/1985,1,MA,Boston,16,164,5,7,7,42,103,10,19
1985,43,10/26/1985,1,MA,Boston,21,188,8,5,15,48,112,10,26
1985,44,11/02/1985,1,MA,Boston,13,165,7,4,16,34,104,11,2
1985,45,11/09/1985,1,MA,Boston,24,190,12,9,13,51,105,11,9
1985,46,11/16/1985,1,MA,Boston,20,206,11,4,19,42,130,11,16
1985,47,11/23/1985,1,MA,Boston,24,157,14,5,9,30,98,11,23
1985,48,11/30/1985,1,MA,Boston,11,95,5,3,9,30,48,11,30
1985,49,12/07/1985,1,MA,Boston,26,244,16,1,13,46,168,12,7
1985,50,12/14/1985,1,MA,Boston,25,198,11,3,17,38,129,12,14
1985,51,12/21/1985,1,MA,Boston,15,199,4,9,14,53,119,12,21
1985,52,12/28/1985,1,MA,Boston,14,156,7,6,11,34,97,12,28
1986,1,01/04/1986,1,MA,Boston,25,154,12,4,7,36,95,1,4
1986,2,01/11/1986,1,MA,Boston,31,227,14,9,24,61,119,1,11
1986,3,01/18/1986,1,MA,Boston,25,173,2,5,17,37,112,1,18
1986,4,01/25/1986,1,MA,Boston,17,164,6,8,14,41,95,1,25
1986,5,02/01/1986,1,MA,Boston,28,190,10,3,13,46,118,2,1
1986,6,02/08/1986,1,MA,Boston,18,195,9,12,16,40,118,2,8
1986,7,02/15/1986,1,MA,Boston,27,157,5,2,13,35,102,2,15
1986,8,02/22/1986,1,MA,Boston,25,193,7,4,9,50,123,2,22
1986,9,03/01/1986,1,MA,Boston,26,176,11,5,11,31,118,3,1
1986,10,03/08/1986,1,MA,Boston,33,214,4,2,17,52,139,3,8
1986,11,03/15/1986,1,MA,Boston,34,180,5,3,12,44,116,3,15
1986,12,03/22/1986,1,MA,Boston,34,204,11,3,19,31,140,3,22
1986,13,03/29/1986,1,MA,Boston,25,210,8,11,11,43,137,3,29
1986,14,04/05/1986,1,MA,Boston,28,190,10,6,11,36,127,4,5
1986,15,04/12/1986,1,MA,Boston,22,192,14,5,14,34,125,4,12
1986,16,04/19/1986,1,MA,Boston,24,198,8,6,20,36,128,4,19
1986,17,04/26/1986,1,MA,Boston,16,156,1,7,12,37,99,4,26
1986,18,05/03/1986,1,MA,Boston,21,181,13,7,13,39,109,5,3
1986,19,05/10/1986,1,MA,Boston,19,164,3,7,6,33,115,5,10
1986,20,05/17/1986,1,MA,Boston,24,230,6,10,20,69,125,5,17
1986,21,05/24/1986,1,MA,Boston,22,163,7,5,8,39,104,5,24
1986,22,05/31/1986,1,MA,Boston,15,129,7,3,6,41,72,5,31
1986,23,06/07/1986,1,MA,Boston,25,161,8,2,22,25,104,6,7
1986,24,06/14/1986,1,MA,Boston,18,165,12,5,12,37,99,6,14
1986,25,06/21/1986,1,MA,Boston,16,180,11,5,19,38,107,6,21
1986,26,06/28/1986,1,MA,Boston,30,185,10,7,20,35,113,6,28
1986,27,07/05/1986,1,MA,Boston,19,162,11,8,16,29,98,7,5
1986,28,07/12/1986,1,MA,Boston,18,189,10,8,18,47,106,7,12
1986,29,07/19/1986,1,MA,Boston,10,176,8,3,14,45,106,7,19
1986,30,07/26/1986,1,MA,Boston,15,171,9,4,17,32,109,7,26
1986,31,08/02/1986,1,MA,Boston,15,156,11,7,8,39,91,8,2
1986,32,08/09/1986,1,MA,Boston,13,140,2,1,13,37,87,8,9
1986,33,08/16/1986,1,MA,Boston,15,189,14,9,12,41,113,8,16
1986,34,08/23/1986,1,MA,Boston,18,161,6,5,15,43,91,8,23
1986,35,08/30/1986,1,MA,Boston,13,133,10,7,10,31,75,8,30
1986,36,09/06/1986,1,MA,Boston,10,136,4,3,12,40,77,9,6
1986,37,09/13/1986,1,MA,Boston,24,197,13,13,16,31,124,9,13
1986,38,09/20/1986,1,MA,Boston,19,176,6,9,15,42,104,9,20
1986,39,09/27/1986,1,MA,Boston,23,176,9,6,12,39,110,9,27
1986,40,10/04/1986,1,MA,Boston,19,179,12,3,13,43,108,10,4
1986,41,10/11/1986,1,MA,Boston,18,166,11,3,16,41,95,10,11
1986,42,10/18/1986,1,MA,Boston,18,173,7,4,17,37,108,10,18
1986,43,10/25/1986,1,MA,Boston,21,146,13,4,12,27,90,10,25
1986,44,11/01/1986,1,MA,Boston,17,176,11,3,11,39,112,11,1
1986,45,11/08/1986,1,MA,Boston,14,159,4,3,18,43,91,11,8
1986,46,11/15/1986,1,MA,Boston,8,175,5,9,15,38,108,11,15
1986,47,11/22/1986,1,MA,Boston,19,186,2,4,25,36,119,11,22
1986,48,11/29/1986,1,MA,Boston,14,118,9,4,7,30,68,11,29
1986,49,12/06/1986,1,MA,Boston,24,207,8,6,15,49,129,12,6
1986,50,12/13/1986,1,MA,Boston,18,197,7,2,19,53,116,12,13
1986,51,12/20/1986,1,MA,Boston,17,178,12,3,15,37,111,12,20
1986,52,12/27/1986,1,MA,Boston,24,143,7,4,14,37,80,12,27
1986,53,01/03/1987,1,MA,Boston,21,198,9,5,19,41,124,1,3
1987,1,01/10/1987,1,MA,Boston,20,189,9,4,13,35,128,1,10
1987,2,01/17/1987,1,MA,Boston,28,176,15,9,13,34,105,1,17
1987,3,01/24/1987,1,MA,Boston,38,197,6,5,19,40,127,1,24
1987,4,01/31/1987,1,MA,Boston,24,168,5,4,9,42,108,1,31
1987,5,02/07/1987,1,MA,Boston,34,200,8,5,14,41,132,2,7
1987,6,02/14/1987,1,MA,Boston,18,176,10,6,12,37,111,2,14
1987,7,02/21/1987,1,MA,Boston,31,145,6,4,10,28,97,2,21
